text,label,start_char,end_char,source_url
World War I,EVENT,36460,36471,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Antwerp,GPE,36501,36508,https://en.wikipedia.org/wiki/Summer_Olympic_Games
14 August – 12 September 1920,DATE,36521,36550,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Albert I,PERSON,36556,36564,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Gaston Doumergue,PERSON,36701,36717,https://en.wikipedia.org/wiki/Summer_Olympic_Games
28 July – 12 August 1928,DATE,36823,36847,https://en.wikipedia.org/wiki/Summer_Olympic_Games
30 July – 14 August 1932,DATE,36991,37015,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Charles Curtis,PERSON,37031,37045,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Adolf Hitler,PERSON,37164,37176,https://en.wikipedia.org/wiki/Summer_Olympic_Games
1944,DATE,37379,37383,https://en.wikipedia.org/wiki/Summer_Olympic_Games
29 July – 14 August,DATE,37507,37526,https://en.wikipedia.org/wiki/Summer_Olympic_Games
19 July – 3 August,DATE,37647,37665,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Juho Kusti Paasikivi,PERSON,37681,37701,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Melbourne Stockholm[g,GPE,37773,37794,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Australia Sweden,GPE,37798,37814,https://en.wikipedia.org/wiki/Summer_Olympic_Games
22 November – 8 December,DATE,37817,37841,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Prince Philip,PERSON,37847,37860,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Rome,GPE,37958,37962,https://en.wikipedia.org/wiki/Summer_Olympic_Games
25 August – 11 September 1960,DATE,37973,38002,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Giovanni Gronchi,PERSON,38013,38029,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Hirohito,PERSON,38146,38154,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Gustavo Díaz Ordaz,PERSON,38287,38305,https://en.wikipedia.org/wiki/Summer_Olympic_Games
26 August – 11 September,DATE,38410,38434,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Gustav Heinemann,PERSON,38453,38469,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Montreal,GPE,38552,38560,https://en.wikipedia.org/wiki/Summer_Olympic_Games
17 July – 1 August,DATE,38572,38590,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Elizabeth II,PERSON,38602,38614,https://en.wikipedia.org/wiki/Summer_Olympic_Games
19 July – 3 August 1980,DATE,38721,38744,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Leonid Brezhnev[k,PERSON,38771,38788,https://en.wikipedia.org/wiki/Summer_Olympic_Games
28 July – 12 August 1984,DATE,38895,38919,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Ronald Reagan,PERSON,38930,38943,https://en.wikipedia.org/wiki/Summer_Olympic_Games
17 September – 2 October 1988,DATE,39050,39079,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Roh Tae-woo,PERSON,39090,39101,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Barcelona,GPE,39184,39193,https://en.wikipedia.org/wiki/Summer_Olympic_Games
25 July – 9 August 1992,DATE,39204,39227,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Juan Carlos I,PERSON,39233,39246,https://en.wikipedia.org/wiki/Summer_Olympic_Games
19 July - 4 August,DATE,39356,39374,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Bill Clinton,PERSON,39390,39402,https://en.wikipedia.org/wiki/Summer_Olympic_Games
15 September – 1 October 2000,DATE,39510,39539,https://en.wikipedia.org/wiki/Summer_Olympic_Games
William Deane,PERSON,39561,39574,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Konstantinos Stephanopoulos,PERSON,39708,39735,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Hu Jintao,PERSON,39858,39867,https://en.wikipedia.org/wiki/Summer_Olympic_Games
27 July – 12 August 2012,DATE,39970,39994,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Michel Temer,PERSON,40159,40171,https://en.wikipedia.org/wiki/Summer_Olympic_Games
23 July – 8 August,DATE,40275,40293,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Naruhito,PERSON,40310,40318,https://en.wikipedia.org/wiki/Summer_Olympic_Games
26 July – 11 August 2024,DATE,40424,40448,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Emmanuel Macron,PERSON,40459,40474,https://en.wikipedia.org/wiki/Summer_Olympic_Games
United States[m,GPE,40524,40539,https://en.wikipedia.org/wiki/Summer_Olympic_Games
23 July – 8 August 2032,DATE,40723,40746,https://en.wikipedia.org/wiki/Summer_Olympic_Games
"Bill Mallon,[71",PERSON,41410,41425,https://en.wikipedia.org/wiki/Summer_Olympic_Games
July 2021,DATE,41710,41719,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Olympedia.org,ORG,41860,41873,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Mallon,PERSON,41890,41896,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The Games of the Olympiad,EVENT,42672,42697,https://en.wikipedia.org/wiki/Summer_Olympic_Games
November 2021,DATE,42702,42715,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the 1900 Olympics,EVENT,43263,43280,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Luxembourg,GPE,43355,43365,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Colombia,GPE,43367,43375,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Olympic,ORG,43795,43802,https://en.wikipedia.org/wiki/Summer_Olympic_Games
"Bill Mallon,[75",PERSON,43825,43840,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the early 20th century,DATE,43958,43980,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the Summer Games,EVENT,44286,44302,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Olympiads,ORG,44313,44322,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Winter Games,EVENT,44447,44459,https://en.wikipedia.org/wiki/Summer_Olympic_Games
"Stockholm, Sweden",GPE,44720,44737,https://en.wikipedia.org/wiki/Summer_Olympic_Games
several months,DATE,44739,44753,https://en.wikipedia.org/wiki/Summer_Olympic_Games
10 September 1972,DATE,45224,45241,https://en.wikipedia.org/wiki/Summer_Olympic_Games
one day,DATE,45264,45271,https://en.wikipedia.org/wiki/Summer_Olympic_Games
11 September,DATE,45276,45288,https://en.wikipedia.org/wiki/Summer_Olympic_Games
day 9,DATE,45388,45393,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Brezhnev,PERSON,45417,45425,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the Presidium of the Supreme Soviet,ORG,45511,45546,https://en.wikipedia.org/wiki/Summer_Olympic_Games
1990,DATE,45641,45645,https://en.wikipedia.org/wiki/Summer_Olympic_Games
a year,DATE,45647,45653,https://en.wikipedia.org/wiki/Summer_Olympic_Games
24 July – 9 August 2020,DATE,45716,45739,https://en.wikipedia.org/wiki/Summer_Olympic_Games
one year,DATE,45769,45777,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the 2020 Summer Olympics,EVENT,45852,45876,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Olympiad,EVENT,45895,45903,https://en.wikipedia.org/wiki/Summer_Olympic_Games
four-year,DATE,45921,45930,https://en.wikipedia.org/wiki/Summer_Olympic_Games
LA28,ORG,46027,46031,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the LA28 Organizing Committee,ORG,46168,46197,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Britannica,ORG,46408,46418,https://en.wikipedia.org/wiki/Summer_Olympic_Games
britannica.com,ORG,46421,46435,https://en.wikipedia.org/wiki/Summer_Olympic_Games
2 August 2024,DATE,46437,46450,https://en.wikipedia.org/wiki/Summer_Olympic_Games
11 July 2017,DATE,46583,46595,https://en.wikipedia.org/wiki/Summer_Olympic_Games
31 January 2022,DATE,46607,46622,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Schaffer,PERSON,46628,46636,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Kay,PERSON,46638,46641,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The Olympics at the Millennium,EVENT,46650,46680,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Melbourne 1956,EVENT,46733,46747,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Short,PERSON,46790,46795,https://en.wikipedia.org/wiki/Summer_Olympic_Games
John R.,PERSON,46797,46804,https://en.wikipedia.org/wiki/Summer_Olympic_Games
December 2008,DATE,46806,46819,https://en.wikipedia.org/wiki/Summer_Olympic_Games
"Globalization, cities and the Summer Olympics",WORK_OF_ART,46823,46868,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Tarasouleas,PERSON,46974,46985,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Athanasios,PERSON,46987,46997,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Summer 1993,DATE,46999,47010,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The Female Spiridon Loues,WORK_OF_ART,47014,47039,https://en.wikipedia.org/wiki/Summer_Olympic_Games
"Citius, Altius",ORG,47048,47062,https://en.wikipedia.org/wiki/Summer_Olympic_Games
25 June 2008,DATE,47123,47135,https://en.wikipedia.org/wiki/Summer_Olympic_Games
26 June 2012,DATE,47147,47159,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Macy,PERSON,47165,47169,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Sue,PERSON,47171,47174,https://en.wikipedia.org/wiki/Summer_Olympic_Games
"Swifter, Higher, Stronger",WORK_OF_ART,47183,47208,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Washington D.C,GPE,47210,47224,https://en.wikipedia.org/wiki/Summer_Olympic_Games
National Geographic,ORG,47241,47260,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Young,PERSON,47294,47299,https://en.wikipedia.org/wiki/Summer_Olympic_Games
David C.,PERSON,47301,47309,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The Modern Olympics:,EVENT,47318,47338,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Johns Hopkins University Press,ORG,47363,47393,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Athina Summer Games,EVENT,47437,47456,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Sports Reference,ORG,47459,47475,https://en.wikipedia.org/wiki/Summer_Olympic_Games
17 April 2020,DATE,47507,47520,https://en.wikipedia.org/wiki/Summer_Olympic_Games
31 January 2009,DATE,47532,47547,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Factsheet - The Games of the Olympiad,WORK_OF_ART,47558,47595,https://en.wikipedia.org/wiki/Summer_Olympic_Games
International Olympic Committee,ORG,47604,47635,https://en.wikipedia.org/wiki/Summer_Olympic_Games
16 November 2021,DATE,47637,47653,https://en.wikipedia.org/wiki/Summer_Olympic_Games
17 July 2021,DATE,47697,47709,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Lennartz,PERSON,47742,47750,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Karl,PERSON,47752,47756,https://en.wikipedia.org/wiki/Summer_Olympic_Games
December 2001,DATE,47758,47771,https://en.wikipedia.org/wiki/Summer_Olympic_Games
International Olympic Games in Athens,EVENT,47783,47820,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Journal of Olympic History,ORG,47834,47860,https://en.wikipedia.org/wiki/Summer_Olympic_Games
15 May 2012,DATE,47902,47913,https://en.wikipedia.org/wiki/Summer_Olympic_Games
LA84 Foundation,ORG,47920,47935,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Lovesey,PERSON,47941,47948,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Peter,PERSON,47950,47955,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Conan Doyle,PERSON,47974,47985,https://en.wikipedia.org/wiki/Summer_Olympic_Games
16 October 2010,DATE,48084,48099,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Paavo Nurmi – Life Story,WORK_OF_ART,48106,48130,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The Sports Museum of Finland,ORG,48148,48176,https://en.wikipedia.org/wiki/Summer_Olympic_Games
14 January 2014,DATE,48208,48223,https://en.wikipedia.org/wiki/Summer_Olympic_Games
16 March 2020,DATE,48235,48248,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Los Angeles Olympic Athlete's Village,GPE,48260,48297,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Baldwin Hills-,GPE,48300,48314,https://en.wikipedia.org/wiki/Summer_Olympic_Games
8 December 2020,DATE,48373,48388,https://en.wikipedia.org/wiki/Summer_Olympic_Games
22 July 2019,DATE,48400,48412,https://en.wikipedia.org/wiki/Summer_Olympic_Games
"November 14, 2007",DATE,48457,48474,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the Wayback Machine,ORG,48479,48498,https://en.wikipedia.org/wiki/Summer_Olympic_Games
National Landmarks Program,ORG,48500,48526,https://en.wikipedia.org/wiki/Summer_Olympic_Games
National Park Service,ORG,48528,48549,https://en.wikipedia.org/wiki/Summer_Olympic_Games
"November 12, 2007",DATE,48560,48577,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Martin,PERSON,48583,48589,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Gynn,PERSON,48615,48619,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The Olympic Marathon,EVENT,48635,48655,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Human Kinetics,ORG,48657,48671,https://en.wikipedia.org/wiki/Summer_Olympic_Games
BBC News,ORG,48721,48729,https://en.wikipedia.org/wiki/Summer_Olympic_Games
5 April 2008,DATE,48731,48743,https://en.wikipedia.org/wiki/Summer_Olympic_Games
12 January 2009,DATE,48775,48790,https://en.wikipedia.org/wiki/Summer_Olympic_Games
4 August 2008,DATE,48802,48815,https://en.wikipedia.org/wiki/Summer_Olympic_Games
'48,DATE,48870,48873,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The New York Times,ORG,48995,49013,https://en.wikipedia.org/wiki/Summer_Olympic_Games
24 January 1947,DATE,49015,49030,https://en.wikipedia.org/wiki/Summer_Olympic_Games
27 March 2022,DATE,49069,49082,https://en.wikipedia.org/wiki/Summer_Olympic_Games
13 August 2022,DATE,49094,49108,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Fernando,PERSON,49114,49122,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Shemal,PERSON,49124,49130,https://en.wikipedia.org/wiki/Summer_Olympic_Games
23 January 2022,DATE,49132,49147,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the 20th Century,DATE,49220,49236,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Sunday Observer,ORG,49239,49254,https://en.wikipedia.org/wiki/Summer_Olympic_Games
20 March 2022,DATE,49286,49299,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Benjamin,PERSON,49331,49339,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Daniel,PERSON,49341,49347,https://en.wikipedia.org/wiki/Summer_Olympic_Games
27 July 1992,DATE,49349,49361,https://en.wikipedia.org/wiki/Summer_Olympic_Games
2 September 2009,DATE,49430,49446,https://en.wikipedia.org/wiki/Summer_Olympic_Games
18 March 2009,DATE,49458,49471,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Schantz,PERSON,49477,49484,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Otto,PERSON,49486,49490,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The Olympic Ideal and the Winter Games Attitudes Towards the Olympic Winter Games in Olympic Discourses,WORK_OF_ART,49493,49596,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Coubertin,GPE,49604,49613,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Samaranch,GPE,49617,49626,https://en.wikipedia.org/wiki/Summer_Olympic_Games
coubertin.ch,ORG,49635,49647,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Comité International,ORG,49649,49669,https://en.wikipedia.org/wiki/Summer_Olympic_Games
5 May 2013,DATE,49727,49737,https://en.wikipedia.org/wiki/Summer_Olympic_Games
13 September 2008,DATE,49749,49766,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Vinokur,PERSON,49772,49779,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Boris,PERSON,49781,49786,https://en.wikipedia.org/wiki/Summer_Olympic_Games
15 April 1980,DATE,49788,49801,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The Christian Science Monitor,ORG,49848,49877,https://en.wikipedia.org/wiki/Summer_Olympic_Games
31 March 2022,DATE,49909,49922,https://en.wikipedia.org/wiki/Summer_Olympic_Games
J. N. Washburn,PERSON,49928,49942,https://en.wikipedia.org/wiki/Summer_Olympic_Games
21 July 1974,DATE,49944,49956,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Soviet Amateur Athlete: A Real Pro,WORK_OF_ART,49960,49994,https://en.wikipedia.org/wiki/Summer_Olympic_Games
New York Times,ORG,1,15,https://en.wikipedia.org/wiki/Summer_Olympic_Games
19 April 2019,DATE,53,66,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Oates,PERSON,72,77,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Bob,PERSON,79,82,https://en.wikipedia.org/wiki/Summer_Olympic_Games
22 July 1986,DATE,84,96,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Sports in Soviet Union Only for Elite,WORK_OF_ART,100,137,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Los Angeles Times,ORG,232,249,https://en.wikipedia.org/wiki/Summer_Olympic_Games
12 April 2020,DATE,281,294,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Turnbull,PERSON,300,308,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Simon,PERSON,310,315,https://en.wikipedia.org/wiki/Summer_Olympic_Games
19 September 2022,DATE,317,334,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Zatopek,PERSON,376,383,https://en.wikipedia.org/wiki/Summer_Olympic_Games
World Athletics,ORG,386,401,https://en.wikipedia.org/wiki/Summer_Olympic_Games
27 December 2022,DATE,433,449,https://en.wikipedia.org/wiki/Summer_Olympic_Games
2 July 2023,DATE,461,472,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Reid,PERSON,478,482,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Kirsty,PERSON,484,490,https://en.wikipedia.org/wiki/Summer_Olympic_Games
20 August 2011,DATE,492,506,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Blood in the water,WORK_OF_ART,510,528,https://en.wikipedia.org/wiki/Summer_Olympic_Games
13 October 2011,DATE,603,618,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Wallechinsky,PERSON,650,662,https://en.wikipedia.org/wiki/Summer_Olympic_Games
David,PERSON,664,669,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Jamie Loucky,PERSON,671,683,https://en.wikipedia.org/wiki/Summer_Olympic_Games
The Complete Book of the Olympics,WORK_OF_ART,692,725,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Aurum Press,ORG,741,752,https://en.wikipedia.org/wiki/Summer_Olympic_Games
4 May 2020,DATE,808,818,https://en.wikipedia.org/wiki/Summer_Olympic_Games
NBC Olympic,ORG,886,897,https://en.wikipedia.org/wiki/Summer_Olympic_Games
3 July 2023,DATE,940,951,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Mulkeen,PERSON,983,990,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Jon,PERSON,992,995,https://en.wikipedia.org/wiki/Summer_Olympic_Games
2 September 2020,DATE,997,1013,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Sixty years,DATE,1017,1028,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Rudolph,PERSON,1060,1067,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Kortemeier,PERSON,1183,1193,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Todd,PERSON,1195,1199,https://en.wikipedia.org/wiki/Summer_Olympic_Games
8 January 2019,DATE,1201,1215,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the 1964 Games,EVENT,1223,1237,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Team USA,ORG,1308,1316,https://en.wikipedia.org/wiki/Summer_Olympic_Games
7 April 2022,DATE,1348,1360,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Messner,PERSON,1392,1399,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Nicolas,PERSON,1401,1408,https://en.wikipedia.org/wiki/Summer_Olympic_Games
8 July 2021,DATE,1410,1421,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Tokyo 1964: The First Chapter,WORK_OF_ART,1425,1454,https://en.wikipedia.org/wiki/Summer_Olympic_Games
IJF.org,ORG,1457,1464,https://en.wikipedia.org/wiki/Summer_Olympic_Games
22 October 2021,DATE,1496,1511,https://en.wikipedia.org/wiki/Summer_Olympic_Games
"Mexico City 1968""",GPE,1548,1565,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Minshull,PERSON,1603,1611,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Phil,PERSON,1613,1617,https://en.wikipedia.org/wiki/Summer_Olympic_Games
20 October 2018,DATE,1619,1634,https://en.wikipedia.org/wiki/Summer_Olympic_Games
50 years,DATE,1638,1646,https://en.wikipedia.org/wiki/Summer_Olympic_Games
the day,DATE,1653,1660,https://en.wikipedia.org/wiki/Summer_Olympic_Games
20 March 2020,DATE,1752,1765,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Parfitt,PERSON,1797,1804,https://en.wikipedia.org/wiki/Summer_Olympic_Games
Tom,PERSON,1806,1809,https://en.wikipedia.org/wiki/Summer_Olympic_Games
24 April 2019,DATE,1811,1824,https://en.wikipedia.org/wiki/Summer_Olympic_Games
